Chromosome,Start,End,Strand,Name,Transcript,ID
chr1,32573732,32636495,+,KPNA6,5,ENSG00000025800
chr1,32645947,32660796,+,TXLNA,2,ENSG00000084652
chr1,32667537,32670849,+,CCDC28B,4,ENSG00000160050
chr1,32671283,32673683,+,IQCC,2,ENSG00000160051
chr1,32674695,32681498,+,DCDC2B,1,ENSG00000222046
chr1,32682011,32687923,-,TMEM234,9,ENSG00000160055
chr1,32688043,32696797,+,EIF3I,2,ENSG00000084623
chr1,32713023,32714202,+,FAM167B,1,ENSG00000183615
chr1,32739799,32751317,+,LCK,9,ENSG00000182866
chr1,32757771,32798645,+,HDAC1,3,ENSG00000116478
chr1,32800198,32801634,-,MARCKSL1,1,ENSG00000175130
chr1,32827034,32827692,-,FAM229A,2,ENSG00000225828
chr1,32828303,32829857,+,TSSK3,2,ENSG00000162526
chr1,32832223,32860015,-,BSDC1,12,ENSG00000160058
chr1,32936226,32951019,+,ZBTB8B,1,ENSG00000215897
chr1,32936226,33002129,+,RP1-27O5.3,1,ENSG00000254553
chr1,33058533,33066020,+,ZBTB8A,2,ENSG00000160062
chr1,33065854,33116166,-,ZBTB8OS,5,ENSG00000176261
chr1,33116908,33146147,+,RBBP4,15,ENSG00000162521
chr1,33147389,33168261,-,SYNC,4,ENSG00000162520
chr1,33207556,33238488,+,KIAA1522,4,ENSG00000162522
chr1,33241582,33282845,-,YARS,1,ENSG00000134684
chr1,33291701,33321639,+,S100PBP,9,ENSG00000116497
chr1,33329895,33333974,-,FNDC5,1,ENSG00000160097
chr1,33354500,33359463,+,HPCA,1,ENSG00000121905
chr1,33360406,33366839,-,TMEM54,2,ENSG00000121900
chr1,33402407,33430286,-,RNF19B,3,ENSG00000116514
chr1,33439268,33439642,+,FKSG48,1,ENSG00000267885
chr1,33476430,33502429,-,AK2,7,ENSG00000004455
chr1,33547851,33585783,+,ADC,6,ENSG00000142920
chr1,33612778,33647033,-,TRIM62,2,ENSG00000116525
chr1,33736176,33764647,+,ZNF362,3,ENSG00000160094
chr1,33772367,33786699,-,A3GALT2,2,ENSG00000184389
chr1,33790466,33841140,-,PHC2,6,ENSG00000134686
chr1,33944890,33961076,+,ZSCAN20,2,ENSG00000121903
chr1,33985118,34631414,-,CSMD2,6,ENSG00000121904
chr1,34329793,34330353,+,HMGB4,2,ENSG00000176256
chr1,34643391,34684362,+,C1orf94,2,ENSG00000142698
chr1,35183993,35321578,-,SMIM12,6,ENSG00000163866
chr1,35222932,35223753,+,GJB5,1,ENSG00000189280
chr1,35226856,35227656,+,GJB4,1,ENSG00000189433
chr1,35250364,35251176,+,GJB3,2,ENSG00000188910
chr1,35259815,35260816,+,GJA4,2,ENSG00000187513
chr1,35331684,35370984,-,DLGAP3,2,ENSG00000116544
chr1,35447545,35450906,-,ZMYM6NB,1,ENSG00000243749
chr1,35449523,35496240,-,ZMYM6,6,ENSG00000271741
chr1,35559589,35580860,+,ZMYM1,3,ENSG00000197056
chr1,35643614,35658650,-,SFPQ,3,ENSG00000116560
chr1,35734648,35885278,+,ZMYM4,4,ENSG00000146463
chr1,35900495,36020092,-,KIAA0319L,10,ENSG00000142687
chr1,36023792,36032470,+,NCDN,5,ENSG00000020129
chr1,36039179,36060277,+,TFAP2E,1,ENSG00000116819
chr1,36068868,36107033,-,PSMB2,1,ENSG00000126067
chr1,36181233,36181922,-,C1orf216,1,ENSG00000142686
chr1,36186492,36235471,-,CLSPN,4,ENSG00000092853
chr1,36274018,36319206,+,AGO4,1,ENSG00000134698
chr1,36349023,36385208,+,AGO1,2,ENSG00000092847
chr1,36397028,36521346,+,AGO3,4,ENSG00000126070
chr1,36550523,36553787,+,TEKT2,3,ENSG00000092850
chr1,36554506,36558987,+,ADPRHL2,1,ENSG00000116863
chr1,36563170,36565843,-,COL8A2,3,ENSG00000171812
chr1,36602804,36614979,-,TRAPPC3,4,ENSG00000054116
chr1,36622019,36645859,+,MAP7D1,7,ENSG00000116871
chr1,36748165,36769618,+,THRAP3,3,ENSG00000054118
chr1,36772022,36786728,+,SH3D21,6,ENSG00000214193
chr1,36787896,36788638,-,EVA1B,1,ENSG00000142694
chr1,36793435,36793758,+,RP11-268J15.5,1,ENSG00000116883
chr1,36807356,36826933,-,STK40,4,ENSG00000196182
chr1,36859359,36859730,-,LSM10,1,ENSG00000181817
chr1,36881649,36915970,-,OSCP1,8,ENSG00000116885
chr1,36921389,36929876,-,MRPS15,1,ENSG00000116898
chr1,36931697,36945097,-,CSF3R,10,ENSG00000119535
chr1,37267452,37499709,-,GRIK3,2,ENSG00000163873
chr1,37941098,37949212,+,ZC3H12A,2,ENSG00000163874
chr1,37959370,37980347,-,MEAF6,5,ENSG00000163875
chr1,38003349,38019830,-,SNIP1,1,ENSG00000163877
chr1,38022530,38030662,+,DNALI1,2,ENSG00000163879
chr1,38032456,38061423,-,GNL2,2,ENSG00000134697
chr1,38078427,38095573,-,RSPO1,6,ENSG00000169218
chr1,38148795,38155552,-,C1orf109,1,ENSG00000116922
chr1,38158363,38174038,+,CDCA8,2,ENSG00000134690
chr1,38181544,38230738,-,EPHA10,9,ENSG00000183317
chr1,38259855,38265875,+,MANEAL,5,ENSG00000185090
chr1,38269597,38273852,-,YRDC,1,ENSG00000196449
chr1,38274077,38274806,+,C1orf122,4,ENSG00000197982
chr1,38280808,38323330,-,MTF1,1,ENSG00000188786
chr1,38292232,38293886,-,AL929472.1,1,ENSG00000230610
chr1,38327987,38411980,-,INPP5B,6,ENSG00000204084
chr1,38423858,38455637,-,SF3A3,2,ENSG00000183431
chr1,38463077,38465084,-,FHL3,1,ENSG00000183386
chr1,38478475,38489300,+,UTP11L,2,ENSG00000183520
chr1,38511060,38512415,-,POU3F1,1,ENSG00000185668
chr1,39305225,39325318,-,RRAGC,1,ENSG00000116954
chr1,39330342,39338977,-,MYCBP,1,ENSG00000214114
chr1,39339358,39341770,-,GJA9,3,ENSG00000131233
chr1,39352176,39395181,-,RHBDL2,5,ENSG00000158315
chr1,39457053,39469727,+,AKIRIN1,4,ENSG00000174574
chr1,39494397,39500168,+,NDUFS5,2,ENSG00000168653
chr1,39549891,39951466,+,MACF1,21,ENSG00000127603
chr1,39876346,39880221,+,KIAA0754,1,ENSG00000255103
chr1,39957664,39991470,+,BMP8A,1,ENSG00000183682
chr1,40026777,40041623,-,PABPC4,12,ENSG00000090621
chr1,40092179,40105297,-,HEYL,2,ENSG00000163909
chr1,40124793,40137710,-,NT5C1A,1,ENSG00000116981
chr1,40148208,40150275,-,HPCAL4,1,ENSG00000116983
chr1,40204573,40229414,+,PPIE,10,ENSG00000084072
chr1,40226091,40254157,-,BMP8B,2,ENSG00000116985
chr1,40235374,40236927,-,OXCT2,1,ENSG00000198754
chr1,40307416,40349163,-,TRIT1,14,ENSG00000043514
chr1,40363044,40367560,-,MYCL,5,ENSG00000116990
chr1,40420965,40435240,+,MFSD2A,4,ENSG00000168389
chr1,40525019,40537205,+,CAP1,16,ENSG00000131236
chr1,40539733,40562910,-,PPT1,10,ENSG00000131238
chr1,40627072,40706119,+,RLF,1,ENSG00000117000
chr1,40713666,40717266,+,TMCO2,1,ENSG00000188800
chr1,40723944,40758341,+,ZMPSTE24,1,ENSG00000084073
chr1,40766854,40782869,-,COL9A2,4,ENSG00000049089
chr1,40828054,40887773,+,SMAP2,4,ENSG00000084070
chr1,40916634,40929261,+,ZFP69B,3,ENSG00000187801
chr1,40945034,40961731,+,ZFP69,2,ENSG00000187815
chr1,40980217,40981338,+,EXO5,9,ENSG00000164002
chr1,40998839,41013132,+,ZNF684,3,ENSG00000117010
chr1,41092189,41107597,-,RIMS3,2,ENSG00000117016
chr1,41204516,41237157,+,NFYC,18,ENSG00000066136
chr1,41249766,41304195,+,KCNQ4,3,ENSG00000117013
chr1,41327245,41327799,-,CITED4,1,ENSG00000179862
chr1,41447659,41475917,+,CTPS1,4,ENSG00000171793
chr1,41481778,41486332,-,SLFNL1,6,ENSG00000171790
chr1,41493866,41651805,-,SCMH1,11,ENSG00000010803
chr1,41827603,41848553,+,FOXO6,1,ENSG00000204060
chr1,41945080,41950272,-,EDN2,1,ENSG00000127129
chr1,41976122,42050468,-,HIVEP3,4,ENSG00000127124
chr1,42619122,42621267,+,GUCA2B,1,ENSG00000044012
chr1,42628577,42630383,-,GUCA2A,1,ENSG00000197273
chr1,42645381,42776764,-,FOXJ3,9,ENSG00000198815
chr1,42846606,42880645,+,RIMKLA,2,ENSG00000177181
chr1,42896407,42921668,-,ZMYND12,2,ENSG00000066185
chr1,42922237,42925597,+,PPCS,5,ENSG00000127125
chr1,42986886,43119699,+,CCDC30,8,ENSG00000186409
chr1,43124118,43133090,+,PPIH,7,ENSG00000171960
chr1,43148237,43166686,+,YBX1,3,ENSG00000065978
chr1,43200757,43205734,-,CLDN19,3,ENSG00000164007
chr1,43212368,43232642,-,LEPRE1,6,ENSG00000117385
chr1,43232983,43263896,+,C1orf50,7,ENSG00000164008
chr1,43273085,43282215,-,CCDC23,3,ENSG00000177868
chr1,43296120,43308903,+,ERMAP,3,ENSG00000164010
chr1,43315330,43317484,+,ZNF691,8,ENSG00000164011
chr1,43392712,43424322,-,SLC2A1,4,ENSG00000117394
chr1,43610920,43621984,+,FAM183A,4,ENSG00000186973
chr1,43630114,43638092,-,EBNA1BP2,2,ENSG00000117395
chr1,43638425,43719862,+,WDR65,6,ENSG00000243710
chr1,43738394,43739053,+,TMEM125,3,ENSG00000179178
chr1,43748456,43748941,-,C1orf210,2,ENSG00000253313
chr1,43766743,43788393,+,TIE1,4,ENSG00000066056
chr1,43803520,43818443,+,MPL,2,ENSG00000117400
chr1,43824887,43828800,+,CDC20,2,ENSG00000117399
chr1,43829587,43831280,-,ELOVL1,2,ENSG00000066322
chr1,43850121,43855435,-,MED8,3,ENSG00000159479
chr1,43855640,43916151,+,SZT2,5,ENSG00000198198
chr1,43916909,43919464,-,HYI,10,ENSG00000178922
chr1,44010747,44087674,+,PTPRF,10,ENSG00000142949
chr1,44118847,44170041,+,KDM4A,1,ENSG00000066135
chr1,44201934,44395893,+,ST3GAL3,38,ENSG00000126091
chr1,44401329,44402437,+,ARTN,11,ENSG00000117407
chr1,44413273,44433354,+,IPO13,2,ENSG00000117408
chr1,44435848,44438211,+,DPH2,10,ENSG00000132768
chr1,44440713,44443679,+,ATP6V0B,8,ENSG00000117410
chr1,44445684,44456120,+,B4GALT2,4,ENSG00000117411
chr1,44457281,44489949,-,SLC6A9,9,ENSG00000196517
chr1,44457551,44461832,+,CCDC24,1,ENSG00000159214
chr1,44584580,44596428,+,KLF17,1,ENSG00000171872
chr1,44679426,44686290,+,DMAP1,8,ENSG00000178028
chr1,44687230,44820698,-,ERI3,6,ENSG00000117419
chr1,44877770,45116447,+,RNF220,8,ENSG00000187147
chr1,45102059,45140063,-,TMEM53,6,ENSG00000126106
chr1,45155370,45191075,+,C1orf228,8,ENSG00000198520
chr1,45205605,45232851,+,KIF2C,7,ENSG00000142945
chr1,45241269,45244357,+,RPS8,2,ENSG00000142937
chr1,45249882,45253377,-,BEST4,1,ENSG00000142959
chr1,45266136,45271350,+,PLK3,1,ENSG00000173846
chr1,45271675,45272340,-,TCTEX1D4,2,ENSG00000188396
chr1,45274493,45279444,+,BTBD19,4,ENSG00000222009
chr1,45286361,45308604,-,PTCH2,3,ENSG00000117425
chr1,45316623,45446840,-,EIF2B3,4,ENSG00000070785
chr1,45469164,45476929,-,HECTD3,2,ENSG00000126107
chr1,45477938,45481170,+,UROD,3,ENSG00000126088
chr1,45484126,45672022,-,ZSWIM5,1,ENSG00000162415
chr1,45792821,45793936,+,HPDL,1,ENSG00000186603
chr1,45794978,45805926,-,MUTYH,28,ENSG00000132781
chr1,45805925,45809374,+,TOE1,2,ENSG00000132773
chr1,45810512,45923457,-,TESK2,5,ENSG00000070759
chr1,45960731,45965281,-,CCDC163P,6,ENSG00000236624
chr1,45966005,45974887,+,MMACHC,1,ENSG00000132763
chr1,45977001,45984715,-,PRDX1,5,ENSG00000117450
chr1,46027467,46035628,+,AKR1A1,3,ENSG00000117448
chr1,46049819,46083813,+,NASP,19,ENSG00000132780
chr1,46085947,46089581,-,CCDC17,6,ENSG00000159588
chr1,46093928,46124759,-,GPBP1L1,2,ENSG00000159592
chr1,46156741,46159577,+,TMEM69,1,ENSG00000159596
chr1,46160090,46212083,-,IPP,2,ENSG00000197429
chr1,46269568,46501738,+,MAST2,3,ENSG00000086015
chr1,46509345,46642143,-,PIK3R3,8,ENSG00000117461
chr1,46646780,46651205,+,TSPAN1,1,ENSG00000117472
chr1,46654391,46663493,-,POMGNT1,5,ENSG00000085998
chr1,46669099,46685892,+,LURAP1,1,ENSG00000171357
chr1,46714078,46743954,+,RAD54L,2,ENSG00000085999
chr1,46744537,46768994,-,LRRC41,1,ENSG00000132128
chr1,46769439,46782256,+,UQCRH,1,ENSG00000173660
chr1,46806499,46827518,+,NSUN4,4,ENSG00000117481
chr1,46860021,46879247,+,FAAH,1,ENSG00000117480
chr1,46972683,46978166,+,DMBX1,2,ENSG00000197587
chr1,47013402,47016887,-,KNCN,2,ENSG00000162456
chr1,47024247,47060615,-,MKNK1,19,ENSG00000079277
chr1,47075327,47080748,-,MOB3C,3,ENSG00000142961
chr1,47099437,47134063,-,ATPAF1,11,ENSG00000123472
chr1,47124382,47183759,-,EFCAB14,3,ENSG00000159658
chr1,47135111,47139128,+,TEX38,5,ENSG00000186118
chr1,47264754,47284486,+,CYP4B1,9,ENSG00000142973
chr1,47395787,47407105,-,CYP4A11,4,ENSG00000187048
chr1,47427255,47515846,+,CYP4X1,2,ENSG00000186377
chr1,47533163,47583606,+,CYP4Z1,1,ENSG00000186160
chr1,47603158,47614469,+,CYP4A22,3,ENSG00000162365
chr1,47649643,47655604,-,PDZK1IP1,2,ENSG00000162366
chr1,47685392,47691560,-,TAL1,3,ENSG00000162367
chr1,47716808,47775991,-,STIL,8,ENSG00000123473
chr1,47799618,47842417,+,CMPK1,4,ENSG00000162368
chr1,47881988,47882947,+,FOXE3,1,ENSG00000186790
chr1,47903808,47905295,+,FOXD2,1,ENSG00000186564
chr1,48231574,48462461,-,TRABD2B,1,ENSG00000204018
chr1,48569306,48569878,+,AL109659.1,1,ENSG00000269709
chr1,48688409,48713215,+,SLC5A9,7,ENSG00000117834
chr1,48764385,48937680,-,SPATA6,6,ENSG00000132122
chr1,48999845,50489468,-,AGBL4,5,ENSG00000186094
chr1,49193558,49242503,-,BEND5,1,ENSG00000162373
chr1,50460708,50461031,+,AL645730.2,1,ENSG00000227839
chr1,50513837,50666850,+,ELAVL4,7,ENSG00000162374
chr1,50884337,50887208,-,DMRTA2,2,ENSG00000142700
chr1,50907112,51425483,-,FAF1,4,ENSG00000185104
chr1,51436041,51439942,+,CDKN2C,3,ENSG00000123080
chr1,51567906,51613443,+,C1orf185,2,ENSG00000204006
chr1,51702429,51736994,+,RNF11,1,ENSG00000123091
chr1,51753829,51810715,-,TTC39A,16,ENSG00000085831
chr1,51822372,51984903,-,EPS15,4,ENSG00000085832
chr1,52082729,52253461,+,OSBPL9,23,ENSG00000117859
chr1,52254908,52344287,-,NRD1,5,ENSG00000078618
chr1,52385599,52442789,-,RAB3B,1,ENSG00000169213
chr1,52486605,52520768,-,TXNDC12,1,ENSG00000117862
chr1,52498369,52499433,-,KTI12,1,ENSG00000198841
chr1,52525520,52552430,+,BTF3L4,5,ENSG00000134717
chr1,52698879,52811893,+,ZFYVE9,4,ENSG00000157077
chr1,52818845,52830292,-,CC2D1B,5,ENSG00000154222
chr1,52838599,52867895,-,ORC1,3,ENSG00000085840
chr1,52870422,52882362,+,PRPF38A,1,ENSG00000134748
chr1,52874014,52991952,-,ZCCHC11,14,ENSG00000134744
chr1,53068082,53074097,+,GPX7,1,ENSG00000116157
chr1,53099166,53122712,+,FAM159A,1,ENSG00000182183
chr1,53153392,53163998,-,SELRC1,1,ENSG00000162377
chr1,53192326,53287301,+,ZYG11B,3,ENSG00000162378
chr1,53308556,53358629,+,ZYG11A,2,ENSG00000203995
chr1,53362192,53387345,-,ECHDC2,9,ENSG00000121310
chr1,53393069,53516376,+,SCP2,14,ENSG00000116171
chr1,53527892,53547833,+,PODN,3,ENSG00000174348
chr1,53553681,53608121,-,SLC1A7,2,ENSG00000162383
chr1,53662616,53679267,+,CPT2,1,ENSG00000157184
chr1,53680331,53686247,-,C1orf123,1,ENSG00000162384
chr1,53692717,53704120,-,MAGOH,2,ENSG00000162385
chr1,53712690,53793584,-,LRP8,9,ENSG00000157193
chr1,53925127,53932335,+,DMRTB1,1,ENSG00000143006
chr1,53972292,54060575,-,GLIS1,1,ENSG00000174332
chr1,54233643,54303934,-,NDC1,4,ENSG00000058804
chr1,54325737,54356249,-,YIPF1,5,ENSG00000058799
chr1,54359884,54375672,+,DIO1,12,ENSG00000211452
chr1,54382463,54405755,-,HSPB11,4,ENSG00000081870
chr1,54417673,54433612,+,LRRC42,4,ENSG00000116212
chr1,54474655,54483849,-,LDLRAD1,4,ENSG00000203985
chr1,54497823,54518861,-,TMEM59,8,ENSG00000116209
chr1,54520006,54562146,+,TCEANC2,2,ENSG00000116205
chr1,54570141,54570533,+,AL161915.1,1,ENSG00000212670
chr1,54605193,54618595,-,CDCP2,1,ENSG00000157211
chr1,54636764,54637144,-,AL357673.1,1,ENSG00000248835
chr1,54640292,54661289,-,CYB5RL,11,ENSG00000215883
chr1,54653398,54661289,-,RP11-446E24.4,1,ENSG00000256407
chr1,54665917,54691055,+,MRPL37,4,ENSG00000116221
chr1,54692804,54871681,-,SSBP3,6,ENSG00000157216
chr1,54703740,54704042,+,C1orf191,1,ENSG00000198711
chr1,55013983,55100402,+,ACOT11,2,ENSG00000162390
chr1,55074941,55089068,-,FAM151A,2,ENSG00000162391
chr1,55118600,55183233,+,MROH7,14,ENSG00000271723
chr1,55181582,55207186,+,TTC4,1,ENSG00000243725
chr1,55223407,55224834,-,PARS2,1,ENSG00000162396
chr1,55246916,55266836,-,TTC22,3,ENSG00000006555
chr1,55271790,55307546,+,C1orf177,2,ENSG00000162398
chr1,55317906,55352792,-,DHCR24,4,ENSG00000116133
chr1,55446739,55457776,+,TMEM61,1,ENSG00000143001
chr1,55464860,55474301,+,BSND,1,ENSG00000162399
chr1,55505511,55529257,+,PCSK9,3,ENSG00000169174
chr1,55534718,55680786,-,USP24,2,ENSG00000162402
chr1,56962223,57044689,-,PPAP2B,1,ENSG00000162407
chr1,57111061,57173386,+,PRKAA2,1,ENSG00000162409
chr1,57185344,57284963,-,C1orf168,1,ENSG00000187889
chr1,57320575,57383389,+,C8A,1,ENSG00000157131
chr1,57395077,57431621,-,C8B,3,ENSG00000021852
chr1,57476368,57756702,-,DAB1,9,ENSG00000173406
chr1,58939545,59004966,-,OMA1,8,ENSG00000162600
chr1,59041857,59042828,-,TACSTD2,1,ENSG00000184292
chr1,59125669,59165724,-,MYSM1,1,ENSG00000162601
chr1,59247747,59248742,-,JUN,1,ENSG00000177606
chr1,59787222,60228256,+,FGGY,7,ENSG00000172456
chr1,60280790,60338637,+,HOOK1,3,ENSG00000134709
chr1,60359323,60392418,-,CYP2J2,1,ENSG00000134716
chr1,60456345,60538315,-,C1orf87,3,ENSG00000162598
chr1,61331043,61921051,+,NFIA,13,ENSG00000162599
chr1,62149108,62190978,-,TM2D1,8,ENSG00000162604
chr1,62228565,62626607,+,INADL,6,ENSG00000132849
chr1,62672301,62677044,+,L1TD1,1,ENSG00000240563
chr1,62703949,62747236,-,KANK4,4,ENSG00000132854
chr1,62905539,62916652,+,USP1,4,ENSG00000162607
chr1,62921085,63153935,-,DOCK7,4,ENSG00000116641
chr1,63063238,63070488,+,ANGPTL3,1,ENSG00000132855
chr1,63073438,63073806,+,AL138847.1,1,ENSG00000269624
chr1,63269458,63329830,+,ATG4C,5,ENSG00000125703
chr1,63788730,63790166,+,FOXD3,1,ENSG00000187140
chr1,63836649,63902691,+,ALG6,4,ENSG00000088035
chr1,63912478,63988804,-,ITGB3BP,4,ENSG00000142856
chr1,63991244,64038187,+,EFCAB7,1,ENSG00000203965
chr1,64014979,64015261,+,DLEU2L,2,ENSG00000116652
chr1,64059160,64125346,+,PGM1,3,ENSG00000079739
chr1,64240089,64644538,+,ROR1,3,ENSG00000185483
chr1,64669734,64732891,+,UBE2U,2,ENSG00000177414
chr1,64936428,65157244,+,CACHD1,2,ENSG00000158966
chr1,65210856,65296668,+,RAVER2,4,ENSG00000162437
chr1,65300245,65351947,-,JAK1,1,ENSG00000162434
chr1,65614091,65691860,+,AK4,4,ENSG00000162433
chr1,65720218,65878708,+,DNAJC6,4,ENSG00000116675
chr1,65886408,65897602,+,LEPROT,1,ENSG00000213625
chr1,66031249,66102698,+,LEPR,6,ENSG00000116678
chr1,66378998,66838361,+,PDE4B,11,ENSG00000184588
chr1,67000042,67208778,+,SGIP1,7,ENSG00000118473
chr1,67131894,67132439,-,AL139147.1,1,ENSG00000248458
chr1,67220342,67243137,+,TCTEX1D1,2,ENSG00000152760
chr1,67263696,67266904,-,INSL5,1,ENSG00000172410
chr1,67279813,67390514,-,WDR78,11,ENSG00000152763
chr1,67390712,67452156,+,MIER1,9,ENSG00000198160
chr1,67470023,67519696,-,SLC35D1,2,ENSG00000116704
chr1,67558688,67592923,-,C1orf141,6,ENSG00000203963
chr1,67633804,67724811,+,IL23R,4,ENSG00000162594
chr1,67786052,67861772,+,IL12RB2,5,ENSG00000081985
chr1,67878890,67895983,-,SERBP1,4,ENSG00000142864
chr1,68151178,68153457,+,GADD45A,2,ENSG00000116717
chr1,68171134,68173369,-,GNG12,1,ENSG00000172380
chr1,68512291,68512980,-,DIRAS3,2,ENSG00000162595
chr1,68564315,68697982,-,WLS,12,ENSG00000116729
chr1,68895459,68915588,-,RPE65,1,ENSG00000116745
chr1,68942615,68962682,-,DEPDC1,4,ENSG00000024526
chr1,70034323,70594237,+,LRRC7,5,ENSG00000033122
chr1,70611483,70671223,-,LRRC40,1,ENSG00000066557
chr1,70687320,70716488,+,SRSF11,9,ENSG00000116754
chr1,70728400,70820091,-,ANKRD13C,2,ENSG00000118454
chr1,70820635,70833411,+,HHLA3,7,ENSG00000197568
chr1,70877099,70904810,+,CTH,3,ENSG00000116761
chr1,71318522,71513260,-,PTGER3,12,ENSG00000050628
chr1,71530757,71546678,-,ZRANB2,2,ENSG00000132485
chr1,71873129,72748177,-,NEGR1,3,ENSG00000172260
chr1,74492497,74649368,-,LRRIQ3,7,ENSG00000162620
chr1,74663963,74699098,+,FPGT,8,ENSG00000254685
chr1,74663963,75009666,+,TNNI3K,6,ENSG00000116783
chr1,74663963,75009666,+,FPGT-TNNI3K,4,ENSG00000259030
chr1,74935562,74949033,-,LRRC53,2,ENSG00000162621
chr1,75036801,75139203,-,C1orf173,3,ENSG00000178965
chr1,75171980,75190505,-,CRYZ,6,ENSG00000116791
chr1,75198929,75229797,+,TYW3,3,ENSG00000162623
chr1,75596400,75626580,+,LHX8,2,ENSG00000162624
chr1,75669412,76007132,-,SLC44A5,3,ENSG00000137968
chr1,76190473,76234906,+,ACADM,12,ENSG00000117054
chr1,76251957,76260335,+,RABGGTB,3,ENSG00000137955
chr1,76262671,76378572,+,MSH4,1,ENSG00000057468
chr1,76384637,76397976,-,ASB17,1,ENSG00000154007
chr1,76540552,77094491,+,ST6GALNAC3,1,ENSG00000184005
chr1,77333361,77528891,+,ST6GALNAC5,2,ENSG00000117069
chr1,77558059,77685087,-,PIGK,5,ENSG00000142892
chr1,77747999,78024355,+,AK5,5,ENSG00000154027
chr1,78031325,78105156,-,ZZZ3,4,ENSG00000036549
chr1,78163002,78211147,-,USP33,9,ENSG00000077254
chr1,78245341,78340749,+,FAM73A,3,ENSG00000180488
chr1,78381792,78408598,+,NEXN,7,ENSG00000162614
chr1,78413199,78444688,-,FUBP1,5,ENSG00000162613
chr1,78470795,78481931,+,DNAJB4,2,ENSG00000162616
chr1,78511779,78601427,+,GIPC2,1,ENSG00000137960
chr1,78958429,79002372,+,PTGFR,4,ENSG00000122420
chr1,79093601,79107494,+,IFI44L,4,ENSG00000137959
chr1,79115881,79129496,+,IFI44,4,ENSG00000137965
chr1,79355500,79472339,-,ELTD1,2,ENSG00000162618
chr1,82302670,82456829,+,LPHN2,16,ENSG00000117114
chr1,84335645,84417894,-,TTLL7,4,ENSG00000137941
chr1,84544009,84700988,+,PRKACB,14,ENSG00000142875
chr1,84764241,84854046,+,SAMD13,8,ENSG00000203943
chr1,84864248,84880551,+,DNASE2B,2,ENSG00000137976
chr1,84944965,84963153,+,RPF1,2,ENSG00000117133
chr1,84967528,84971774,-,GNG5,2,ENSG00000174021
chr1,85020682,85040098,-,CTBS,3,ENSG00000117151
chr1,85096297,85097390,-,C1orf180,2,ENSG00000180869
chr1,85113116,85136902,-,SSX2IP,8,ENSG00000117155
chr1,85279529,85331803,-,LPAR3,2,ENSG00000171517
chr1,85392368,85462555,-,MCOLN2,3,ENSG00000153898
chr1,85484806,85511043,-,MCOLN3,4,ENSG00000055732
chr1,85537625,85598681,+,WDR63,6,ENSG00000162643
chr1,85624433,85666679,-,SYDE2,1,ENSG00000097096
chr1,85718312,85725316,-,C1orf52,2,ENSG00000162642
chr1,85733310,85742035,-,BCL10,1,ENSG00000142867
chr1,85787135,85930728,-,DDAH1,5,ENSG00000153904
chr1,86046668,86048725,+,CYR61,1,ENSG00000142871
chr1,86119741,86173967,-,ZNHIT6,2,ENSG00000117174
chr1,86196229,86622079,-,COL24A1,5,ENSG00000171502
chr1,86814433,86852710,-,ODF2L,14,ENSG00000122417
chr1,86889931,86921210,+,CLCA2,1,ENSG00000137975
chr1,86934655,86965728,+,CLCA1,2,ENSG00000016490
chr1,87012803,87046028,+,CLCA4,2,ENSG00000016602
chr1,87170583,87208918,+,SH3GLB1,3,ENSG00000097033
chr1,87329157,87379785,-,RP4-604K5.1,3,ENSG00000183291
chr1,87380720,87599745,+,HS2ST1,4,ENSG00000153936
chr1,87458765,87633859,+,RP5-1052I5.2,1,ENSG00000267561
chr1,87797699,87810479,+,LMO4,2,ENSG00000143013
chr1,89150264,89299131,+,PKN2,7,ENSG00000065243
chr1,89318896,89357182,-,GTF2B,3,ENSG00000137947
chr1,89401866,89454033,-,CCBL2,4,ENSG00000137944
chr1,89448337,89449509,-,RBMXL1,2,ENSG00000213516
chr1,89473407,89486404,-,GBP3,8,ENSG00000117226
chr1,89519038,89528917,-,GBP1,1,ENSG00000117228
chr1,89573858,89587649,-,GBP2,2,ENSG00000162645
chr1,89597832,89637618,-,GBP7,1,ENSG00000213512
chr1,89650937,89664517,-,GBP4,1,ENSG00000162654
chr1,89726387,89735238,-,GBP5,3,ENSG00000154451
chr1,89834111,89851028,+,GBP6,2,ENSG00000183347
chr1,90048210,90058602,+,LRRC8B,4,ENSG00000197147
chr1,90152033,90180541,+,LRRC8C,2,ENSG00000171488
chr1,90152033,90309217,+,RP11-302M6.4,1,ENSG00000271949
chr1,90398628,90401204,+,LRRC8D,7,ENSG00000171492
chr1,90460817,90493260,+,ZNF326,5,ENSG00000162664
chr1,91177869,91182752,-,BARHL2,1,ENSG00000143032
chr1,91382355,91447910,-,ZNF644,4,ENSG00000122482
chr1,91726847,91866639,-,HFM1,7,ENSG00000162669
chr1,91967274,91989992,+,CDC7,4,ENSG00000097046
chr1,92149296,92327088,-,TGFBR3,7,ENSG00000069702
